date,cloud_amount,frost_days,profile_soil_moisture,root_soil_wetness,surface_soil_wetness,corrected_precipitation,surface_pressure,specific_humidity,relative_humidity,average_temperature,frost_point,max_temperature,min_temperature,wind_speed,point,latitude,longitude,country_iso3_id
1991-08,46.7,0.0,,,1.0,0.03,101.43,15.2,94.14,21.77,20.81,22.79,21.05,6.56,point_6,24.375,-17.0,ESH
1991-09,30.04,0.0,,,1.0,0.02,101.63,15.47,91.08,22.64,21.11,23.5,21.83,6.15,point_6,24.375,-17.0,ESH
1991-10,47.49,0.0,,,1.0,0.02,101.63,13.71,82.26,22.33,19.15,23.21,21.41,4.76,point_6,24.375,-17.0,ESH
1991-11,42.82,0.0,,,1.0,0.07,101.82,12.35,80.19,21.02,17.44,22.95,18.5,5.68,point_6,24.375,-17.0,ESH
1991-12,54.18,0.0,,,1.0,2.52,101.75,11.22,76.65,20.2,15.89,21.42,17.93,5.68,point_6,24.375,-17.0,ESH
1991-13,43.6,0.0,,,1.0,0.31,101.71,12.32,83.67,20.2,17.3,23.5,17.24,6.03,point_6,24.375,-17.0,ESH
1992-01,53.49,0.0,,,1.0,2.17,101.72,10.59,79.13,18.81,15.06,20.14,17.45,4.51,point_6,24.375,-17.0,ESH
1992-02,49.42,0.0,,,1.0,0.09,101.95,10.46,79.83,18.52,14.95,19.63,17.47,6.26,point_6,24.375,-17.0,ESH
1992-03,39.76,0.0,,,1.0,0.02,101.96,10.51,80.35,18.48,15.02,19.69,17.0,7.0,point_6,24.375,-17.0,ESH
1992-04,47.54,0.0,,,1.0,0.03,101.68,10.89,82.81,18.53,15.52,19.74,17.12,6.71,point_6,24.375,-17.0,ESH
1992-05,57.21,0.0,,,1.0,0.23,101.6,12.06,86.78,19.39,17.13,20.73,18.37,5.87,point_6,24.375,-17.0,ESH
1992-06,37.09,0.0,,,1.0,0.02,101.82,12.43,84.53,20.34,17.64,21.73,19.04,6.34,point_6,24.375,-17.0,ESH
1992-07,53.23,0.0,,,1.0,0.08,101.56,14.28,90.71,21.38,19.8,22.62,20.2,6.63,point_6,24.375,-17.0,ESH
1992-08,36.94,0.0,,,1.0,0.04,101.52,14.77,91.57,21.77,20.35,22.7,20.7,6.8,point_6,24.375,-17.0,ESH
1992-09,39.61,0.0,,,1.0,0.17,101.57,14.62,91.11,21.71,20.19,22.69,20.92,6.93,point_6,24.375,-17.0,ESH
1992-10,38.47,0.0,,,1.0,0.03,101.72,13.71,82.74,22.24,19.15,24.55,20.58,5.02,point_6,24.375,-17.0,ESH
1992-11,50.59,0.0,,,1.0,0.24,101.9,11.88,81.03,20.3,16.93,22.25,18.78,6.38,point_6,24.375,-17.0,ESH
1992-12,36.53,0.0,,,1.0,0.01,101.86,10.7,79.25,19.0,15.28,19.84,18.01,4.77,point_6,24.375,-17.0,ESH
1992-13,44.99,0.0,,,1.0,0.26,101.74,12.24,84.15,20.04,17.25,24.55,17.0,6.1,point_6,24.375,-17.0,ESH
1993-01,52.14,0.0,,,1.0,0.12,102.19,9.4,72.79,18.32,13.31,19.78,15.88,6.84,point_6,24.375,-17.0,ESH
1993-02,36.5,0.0,,,1.0,0.01,101.85,9.7,75.8,18.14,13.78,19.8,16.97,5.36,point_6,24.375,-17.0,ESH
1993-03,47.4,0.0,,,1.0,0.11,101.75,10.38,78.41,18.61,14.72,20.47,16.85,5.8,point_6,24.375,-17.0,ESH
1993-04,48.72,0.0,,,1.0,0.08,101.59,10.93,84.06,18.33,15.57,19.24,17.42,6.89,point_6,24.375,-17.0,ESH
1993-05,41.29,0.0,,,1.0,0.15,101.68,11.44,80.8,19.69,16.28,20.69,18.23,5.02,point_6,24.375,-17.0,ESH
1993-06,28.77,0.0,,,1.0,0.01,101.74,13.01,87.62,20.49,18.36,21.29,19.77,6.99,point_6,24.375,-17.0,ESH
1993-07,54.96,0.0,,,1.0,0.08,101.48,14.09,93.23,20.71,19.59,22.5,19.62,7.15,point_6,24.375,-17.0,ESH
1993-08,39.21,0.0,,,1.0,0.02,101.51,14.42,90.89,21.52,19.96,23.11,20.61,6.48,point_6,24.375,-17.0,ESH
1993-09,34.24,0.0,,,1.0,0.17,101.7,14.08,84.68,22.29,19.56,23.26,21.22,6.09,point_6,24.375,-17.0,ESH
1993-10,32.65,0.0,,,1.0,0.1,101.6,13.11,81.42,21.76,18.4,23.23,20.63,5.45,point_6,24.375,-17.0,ESH
1993-11,40.3,0.0,,,1.0,0.16,101.79,11.3,75.94,20.51,16.12,22.18,18.62,6.22,point_6,24.375,-17.0,ESH
1993-12,36.44,0.0,,,1.0,0.08,102.04,10.47,78.3,18.86,15.0,20.04,17.74,7.11,point_6,24.375,-17.0,ESH
1993-13,41.05,0.0,,,1.0,0.09,101.74,11.86,81.99,19.94,16.72,23.26,15.88,6.28,point_6,24.375,-17.0,ESH
1994-01,47.6,0.0,,,1.0,0.35,102.08,9.45,75.5,17.8,13.38,19.25,16.17,6.85,point_6,24.375,-17.0,ESH
1994-02,38.05,0.0,,,1.0,0.02,102.01,10.1,81.05,17.74,14.43,18.81,16.42,6.0,point_6,24.375,-17.0,ESH
1994-03,35.21,0.0,,,1.0,0.02,101.88,10.32,82.94,17.69,14.75,18.6,16.53,6.99,point_6,24.375,-17.0,ESH
1994-04,50.37,0.0,,,1.0,0.18,101.59,10.96,84.92,18.22,15.61,20.33,16.7,6.02,point_6,24.375,-17.0,ESH
1994-05,38.79,0.0,,,1.0,0.03,101.68,11.63,84.92,19.16,16.54,20.23,17.84,6.47,point_6,24.375,-17.0,ESH
1994-06,30.22,0.0,,,1.0,0.01,101.65,13.09,91.27,19.9,18.44,20.73,18.94,6.55,point_6,24.375,-17.0,ESH
1994-07,46.24,0.0,,,1.0,0.06,101.35,14.67,93.54,21.28,20.21,22.69,20.16,6.14,point_6,24.375,-17.0,ESH
1994-08,36.05,0.0,,,1.0,0.07,101.4,14.91,92.53,21.74,20.49,23.64,20.64,6.87,point_6,24.375,-17.0,ESH
1994-09,23.86,0.0,,,1.0,0.03,101.47,14.18,89.95,21.39,19.68,22.58,20.71,6.64,point_6,24.375,-17.0,ESH
1994-10,28.61,0.0,,,1.0,0.04,101.58,13.65,83.31,22.04,19.07,23.56,20.74,4.97,point_6,24.375,-17.0,ESH
1994-11,31.48,0.0,,,1.0,0.03,101.77,12.98,81.7,21.59,18.31,22.48,20.49,5.41,point_6,24.375,-17.0,ESH
1994-12,40.51,0.0,,,1.0,0.47,102.09,11.15,78.02,19.93,15.94,21.97,18.3,5.84,point_6,24.375,-17.0,ESH
1994-13,37.25,0.0,,,1.0,0.11,101.71,12.26,84.97,19.87,17.24,23.64,16.17,6.23,point_6,24.375,-17.0,ESH
1995-01,22.94,0.0,,,1.0,0.05,102.33,9.71,74.95,18.37,13.78,19.99,16.94,6.92,point_6,24.375,-17.0,ESH
1995-02,27.64,0.0,,,1.0,0.07,102.14,10.73,84.15,18.11,15.36,19.39,17.13,7.25,point_6,24.375,-17.0,ESH
1995-03,36.44,0.0,,,1.0,0.03,101.62,10.64,81.01,18.46,15.12,21.75,16.23,5.48,point_6,24.375,-17.0,ESH
1995-04,35.9,0.0,,,1.0,0.02,101.52,11.05,80.2,19.25,15.74,20.4,18.04,5.9,point_6,24.375,-17.0,ESH
1995-05,39.33,0.0,,,1.0,0.03,101.55,12.75,89.82,19.72,18.01,20.53,19.0,6.56,point_6,24.375,-17.0,ESH
1995-06,26.15,0.0,,,1.0,0.01,101.6,13.49,85.68,21.42,18.9,22.93,20.2,5.59,point_6,24.375,-17.0,ESH
1995-07,32.26,0.0,,,1.0,0.03,101.35,15.12,90.96,22.22,20.68,23.27,20.9,6.81,point_6,24.375,-17.0,ESH
1995-08,44.72,0.0,,,1.0,0.13,101.34,15.79,93.45,22.5,21.41,23.15,21.49,6.4,point_6,24.375,-17.0,ESH
1995-09,30.09,0.0,,,1.0,0.08,101.56,14.67,88.68,22.19,20.23,23.03,20.87,6.61,point_6,24.375,-17.0,ESH
1995-10,40.98,0.0,,,1.0,0.03,101.58,14.8,88.26,22.42,20.37,24.04,21.09,4.75,point_6,24.375,-17.0,ESH
1995-11,50.59,0.0,,,1.0,0.07,101.66,13.28,80.43,22.16,18.61,24.05,20.06,4.58,point_6,24.375,-17.0,ESH
1995-12,28.65,0.0,,,1.0,0.34,101.81,11.61,77.89,20.54,16.53,21.5,18.99,4.42,point_6,24.375,-17.0,ESH
1995-13,34.64,0.0,,,1.0,0.07,101.67,12.8,84.62,20.61,17.89,24.05,16.23,5.94,point_6,24.375,-17.0,ESH
1996-01,48.25,0.0,,,1.0,0.82,101.62,11.23,78.1,19.89,15.89,21.72,17.85,4.82,point_6,24.375,-17.0,ESH
1996-02,56.37,0.0,,,1.0,0.38,101.74,10.46,76.8,19.08,14.85,20.76,17.11,6.52,point_6,24.375,-17.0,ESH
1996-03,32.18,0.0,,,1.0,0.45,101.51,10.74,78.43,19.15,15.28,20.55,17.88,5.84,point_6,24.375,-17.0,ESH
1996-04,29.46,0.0,,,1.0,0.01,101.54,11.39,83.03,19.22,16.24,21.08,18.0,6.18,point_6,24.375,-17.0,ESH
1996-05,48.42,0.0,,,1.0,0.02,101.59,12.59,83.32,20.72,17.75,22.48,19.49,5.13,point_6,24.375,-17.0,ESH
1996-06,41.13,0.0,,,1.0,0.03,101.6,13.58,89.34,20.85,19.02,21.86,19.65,6.81,point_6,24.375,-17.0,ESH
1996-07,49.27,0.0,,,1.0,0.03,101.52,14.65,93.53,21.29,20.23,22.38,19.92,6.9,point_6,24.375,-17.0,ESH
1996-08,41.55,0.0,,,1.0,0.18,101.47,14.73,91.31,21.78,20.31,22.7,20.71,7.34,point_6,24.375,-17.0,ESH
1996-09,37.76,0.0,,,1.0,0.66,101.52,14.65,87.13,22.46,20.19,24.4,21.81,5.97,point_6,24.375,-17.0,ESH
1996-10,37.9,0.0,,,1.0,0.04,101.63,14.13,87.65,21.79,19.63,23.49,20.87,5.93,point_6,24.375,-17.0,ESH
1996-11,52.5,0.0,,,1.0,0.06,101.79,12.41,81.71,20.87,17.58,23.87,19.55,6.46,point_6,24.375,-17.0,ESH
1996-12,29.29,0.0,,,1.0,0.08,101.76,11.08,77.73,19.83,15.76,21.27,18.21,4.21,point_6,24.375,-17.0,ESH
1996-13,42.01,0.0,,,1.0,0.23,101.61,12.64,84.01,20.58,17.73,24.4,17.11,6.01,point_6,24.375,-17.0,ESH
1997-01,42.34,0.0,,,1.0,0.17,101.72,10.72,76.34,19.58,15.28,21.82,17.92,4.58,point_6,24.375,-17.0,ESH
1997-02,66.63,0.0,,,1.0,0.14,102.01,11.11,80.72,19.35,15.91,21.92,17.95,6.92,point_6,24.375,-17.0,ESH
1997-03,24.16,0.0,,,1.0,1.19,101.75,11.01,81.09,19.08,15.72,20.9,17.36,5.39,point_6,24.375,-17.0,ESH
1997-04,27.23,0.0,,,1.0,0.34,101.65,11.74,82.49,19.78,16.71,20.52,18.6,5.65,point_6,24.375,-17.0,ESH
1997-05,28.44,0.0,,,1.0,0.06,101.74,12.24,84.05,20.21,17.39,21.75,18.62,5.67,point_6,24.375,-17.0,ESH
1997-06,21.14,0.0,,,1.0,0.01,101.66,13.69,84.1,21.96,19.15,22.84,20.65,6.33,point_6,24.375,-17.0,ESH
1997-07,39.78,0.0,,,1.0,0.03,101.64,14.32,88.43,21.87,19.87,22.99,20.99,6.97,point_6,24.375,-17.0,ESH
1997-08,42.98,0.0,,,1.0,0.05,101.51,14.93,92.43,21.8,20.53,23.27,21.07,6.36,point_6,24.375,-17.0,ESH
1997-09,43.83,0.0,,,1.0,0.23,101.57,15.04,89.13,22.55,20.62,24.6,21.69,5.61,point_6,24.375,-17.0,ESH
1997-10,27.63,0.0,,,1.0,0.03,101.55,14.53,84.99,22.74,20.05,24.07,21.67,4.36,point_6,24.375,-17.0,ESH
1997-11,40.85,0.0,,,1.0,0.06,101.77,13.49,83.27,21.87,18.89,24.23,20.0,5.78,point_6,24.375,-17.0,ESH
1997-12,28.33,0.0,,,1.0,0.03,101.99,11.83,78.68,20.71,16.86,22.16,19.21,5.38,point_6,24.375,-17.0,ESH
1997-13,36.11,0.0,,,1.0,0.2,101.71,12.89,83.81,20.96,18.08,24.6,17.36,5.75,point_6,24.375,-17.0,ESH
1998-01,44.67,0.0,,,1.0,0.53,101.82,11.24,79.16,19.78,16.05,21.08,18.29,5.99,point_6,24.375,-17.0,ESH
1998-02,46.96,0.0,,,1.0,0.16,101.78,12.36,84.93,20.18,17.52,21.46,18.68,4.54,point_6,24.375,-17.0,ESH
1998-03,39.88,0.0,,,1.0,1.27,101.66,11.86,82.58,19.94,16.86,21.89,18.18,5.56,point_6,24.375,-17.0,ESH
1998-04,43.46,0.0,,,1.0,0.1,101.71,11.27,80.53,19.53,16.07,20.53,18.5,7.21,point_6,24.375,-17.0,ESH
1998-05,47.33,0.0,,,1.0,0.03,101.75,11.33,78.54,20.03,16.17,21.35,18.81,5.7,point_6,24.375,-17.0,ESH
1998-06,33.02,0.0,,,1.0,0.01,101.69,13.56,87.99,21.07,19.01,21.83,20.07,6.16,point_6,24.375,-17.0,ESH
1998-07,54.57,0.0,,,1.0,0.09,101.41,14.32,92.67,21.06,19.83,22.09,20.28,6.75,point_6,24.375,-17.0,ESH
1998-08,47.44,0.0,,,1.0,0.06,101.33,15.16,93.59,21.81,20.74,22.98,20.72,6.56,point_6,24.375,-17.0,ESH
1998-09,35.01,0.0,,,1.0,0.18,101.48,14.94,91.33,22.0,20.53,23.02,20.99,6.5,point_6,24.375,-17.0,ESH
1998-10,50.04,0.0,,,1.0,0.15,101.69,14.39,89.64,21.73,19.95,22.96,20.98,6.13,point_6,24.375,-17.0,ESH
1998-11,32.03,0.0,,,1.0,0.11,101.68,13.28,85.26,21.21,18.61,23.35,19.37,4.94,point_6,24.375,-17.0,ESH
1998-12,40.91,0.0,,,1.0,0.2,101.99,10.56,77.63,19.12,15.1,20.55,17.87,5.6,point_6,24.375,-17.0,ESH
1998-13,42.94,0.0,,,1.0,0.24,101.67,12.86,85.32,20.62,18.04,23.35,17.87,5.97,point_6,24.375,-17.0,ESH
1999-01,30.48,0.0,,,1.0,0.3,101.89,9.91,77.34,18.15,14.1,20.06,16.58,6.16,point_6,24.375,-17.0,ESH
1999-02,29.39,0.0,,,1.0,0.16,102.14,9.14,74.91,17.42,12.89,18.57,15.28,7.36,point_6,24.375,-17.0,ESH
1999-03,24.63,0.0,,,1.0,0.02,101.64,10.16,79.23,18.13,14.44,19.21,16.55,5.86,point_6,24.375,-17.0,ESH
1999-04,30.96,0.0,,,1.0,0.01,101.64,11.08,84.84,18.43,15.79,19.66,17.49,7.19,point_6,24.375,-17.0,ESH
1999-05,29.75,0.0,,,1.0,0.03,101.61,12.21,88.09,19.35,17.32,20.24,18.48,6.53,point_6,24.375,-17.0,ESH
1999-06,45.82,0.0,,,1.0,0.05,101.62,13.25,93.96,19.62,18.64,20.85,18.65,7.2,point_6,24.375,-17.0,ESH
1999-07,37.24,0.0,,,1.0,0.02,101.43,14.21,94.53,20.61,19.73,21.52,19.79,6.78,point_6,24.375,-17.0,ESH
1999-08,43.66,0.0,,,1.0,0.04,101.28,15.34,95.02,21.73,20.92,24.79,20.08,6.01,point_6,24.375,-17.0,ESH
1999-09,32.98,0.0,,,1.0,0.1,101.49,15.05,90.29,22.32,20.66,23.67,21.38,6.54,point_6,24.375,-17.0,ESH
1999-10,47.12,0.0,,,1.0,0.08,101.64,13.82,83.33,22.25,19.24,23.38,21.04,5.36,point_6,24.375,-17.0,ESH
1999-11,38.9,0.0,,,1.0,0.03,101.64,12.58,79.82,21.38,17.71,23.35,19.54,5.5,point_6,24.375,-17.0,ESH
1999-12,42.51,0.0,,,1.0,0.12,102.02,10.54,76.57,19.26,15.01,21.86,16.66,6.52,point_6,24.375,-17.0,ESH
1999-13,36.12,0.0,,,1.0,0.08,101.67,12.27,84.83,19.89,17.2,24.79,15.28,6.42,point_6,24.375,-17.0,ESH
2000-01,29.84,0.0,,,1.0,0.4,101.88,9.15,72.05,18.02,12.82,21.09,16.45,5.52,point_6,24.375,-17.0,ESH
2000-02,18.84,0.0,,,1.0,0.02,102.04,10.82,83.52,18.36,15.5,20.27,17.47,6.87,point_6,24.375,-17.0,ESH
2000-03,40.67,0.0,,,1.0,0.02,101.56,11.06,81.41,19.06,15.76,22.37,16.99,5.45,point_6,24.375,-17.0,ESH
2000-04,37.13,0.0,,,1.0,0.05,101.64,10.65,78.46,19.03,15.18,19.94,18.02,6.19,point_6,24.375,-17.0,ESH
2000-05,26.12,0.0,,,1.0,0.01,101.6,11.6,81.46,19.8,16.5,20.46,18.9,5.9,point_6,24.375,-17.0,ESH
2000-06,49.46,0.0,,,1.0,0.06,101.54,13.46,91.91,20.23,18.87,21.54,19.1,6.6,point_6,24.375,-17.0,ESH
2000-07,36.07,0.0,,,1.0,0.04,101.37,14.29,93.75,20.83,19.8,23.03,19.59,6.6,point_6,24.375,-17.0,ESH
2000-08,43.67,0.0,,,1.0,0.25,101.49,15.09,93.04,21.86,20.7,23.61,21.0,6.66,point_6,24.375,-17.0,ESH
2000-09,33.96,0.0,,,1.0,0.05,101.52,14.93,90.81,22.1,20.53,22.83,20.98,6.55,point_6,24.375,-17.0,ESH
2000-10,20.63,0.0,,,1.0,0.02,101.73,13.57,83.71,21.87,18.97,23.51,20.43,6.63,point_6,24.375,-17.0,ESH
2000-11,30.82,0.0,,,1.0,0.04,101.79,11.95,81.6,20.25,16.99,21.95,18.98,6.17,point_6,24.375,-17.0,ESH
2000-12,27.42,0.0,,,1.0,0.02,101.97,11.2,80.28,19.53,16.0,20.73,18.2,5.31,point_6,24.375,-17.0,ESH
2000-13,32.89,0.0,,,1.0,0.08,101.68,12.31,84.33,20.08,17.3,23.61,16.45,6.2,point_6,24.375,-17.0,ESH
2001-01,32.0,0.0,,,1.0,0.01,102.13,10.91,80.02,19.17,15.65,20.27,17.79,6.91,point_6,24.375,-17.0,ESH
2001-02,36.52,0.0,,,1.0,0.11,101.94,10.14,78.14,18.4,14.49,20.94,17.35,6.08,point_6,24.375,-17.0,ESH
2001-03,30.37,0.0,,,1.0,0.02,101.68,11.56,85.28,19.01,16.45,20.39,17.54,5.66,point_6,24.375,-17.0,ESH
2001-04,52.96,0.0,,,1.0,0.02,101.65,11.38,85.54,18.73,16.23,19.75,17.69,6.99,point_6,24.375,-17.0,ESH
2001-05,29.64,0.0,,,1.0,0.02,101.7,12.01,85.56,19.5,16.98,20.76,17.93,6.04,point_6,24.375,-17.0,ESH
2001-06,42.75,0.0,,,1.0,0.0,101.62,13.53,91.14,20.45,18.97,21.34,19.62,6.97,point_6,24.375,-17.0,ESH
2001-07,53.16,0.0,,,1.0,0.03,101.49,14.06,91.81,20.93,19.56,22.21,19.77,7.21,point_6,24.375,-17.0,ESH
2001-08,41.14,0.0,,,1.0,0.02,101.54,15.11,94.16,21.69,20.73,23.13,20.26,6.06,point_6,24.375,-17.0,ESH
2001-09,41.7,0.0,,,1.0,0.03,101.6,15.58,90.84,22.79,21.23,24.17,21.53,5.35,point_6,24.375,-17.0,ESH
2001-10,45.62,0.0,,,1.0,0.04,101.6,15.07,86.53,23.05,20.66,24.72,21.69,5.3,point_6,24.375,-17.0,ESH
2001-11,45.56,0.0,,,1.0,0.13,101.67,12.7,79.95,21.5,17.83,23.29,19.33,5.31,point_6,24.375,-17.0,ESH
2001-12,49.72,0.0,,,1.0,0.1,101.6,12.82,86.48,20.43,18.08,21.92,19.27,3.57,point_6,24.375,-17.0,ESH
2001-13,41.76,0.0,,,1.0,0.04,101.68,12.91,86.29,20.47,18.07,24.72,17.35,5.95,point_6,24.375,-17.0,ESH
2002-01,33.77,0.0,,,1.0,1.26,101.95,11.06,79.98,19.36,15.79,21.32,17.68,5.64,point_6,24.375,-17.0,ESH
2002-02,47.49,0.0,,,1.0,0.05,101.9,10.82,80.58,18.92,15.46,20.68,17.65,6.25,point_6,24.375,-17.0,ESH
2002-03,43.2,0.0,,,1.0,0.03,101.68,10.13,76.03,18.75,14.38,21.64,17.17,5.43,point_6,24.375,-17.0,ESH
2002-04,39.89,0.0,,,1.0,0.11,101.55,10.87,79.62,19.11,15.45,22.39,18.13,5.98,point_6,24.375,-17.0,ESH
2002-05,41.19,0.0,,,1.0,0.04,101.72,11.55,84.12,19.21,16.44,19.95,18.3,6.7,point_6,24.375,-17.0,ESH
2002-06,43.94,0.0,,,1.0,0.02,101.76,12.84,88.74,20.06,18.15,21.16,18.98,6.88,point_6,24.375,-17.0,ESH
2002-07,57.11,0.0,,,1.0,0.03,101.62,13.85,92.14,20.64,19.32,21.7,19.67,6.15,point_6,24.375,-17.0,ESH
2002-08,53.09,0.0,,,1.0,0.36,101.56,14.27,92.88,21.0,19.82,22.56,20.16,6.94,point_6,24.375,-17.0,ESH
2002-09,64.61,0.0,,,1.0,0.21,101.59,15.09,92.92,21.88,20.7,23.32,20.47,5.54,point_6,24.375,-17.0,ESH
2002-10,39.11,0.0,,,1.0,0.1,101.58,15.05,87.82,22.76,20.63,23.93,21.39,5.46,point_6,24.375,-17.0,ESH
2002-11,35.74,0.0,,,1.0,0.06,101.88,13.2,86.02,21.01,18.58,22.38,19.75,5.7,point_6,24.375,-17.0,ESH
2002-12,40.74,0.0,,,1.0,0.57,101.93,12.14,85.12,19.85,17.26,21.21,18.17,4.75,point_6,24.375,-17.0,ESH
2002-13,44.99,0.0,,,1.0,0.24,101.73,12.57,85.5,20.21,17.67,23.93,17.17,5.95,point_6,24.375,-17.0,ESH
2003-01,34.83,0.0,,,1.0,0.05,102.21,10.16,74.04,19.27,14.47,20.55,17.79,6.44,point_6,24.375,-17.0,ESH
2003-02,34.26,0.0,,,1.0,0.03,101.84,10.23,78.04,18.51,14.6,19.82,16.77,6.42,point_6,24.375,-17.0,ESH
2003-03,23.57,0.0,,,1.0,0.12,101.67,10.88,80.39,18.97,15.49,20.04,17.63,5.22,point_6,24.375,-17.0,ESH
2003-04,30.88,0.0,,,1.0,0.05,101.66,11.38,80.48,19.69,16.22,20.76,18.23,5.52,point_6,24.375,-17.0,ESH
2003-05,43.89,0.0,,,1.0,0.02,101.61,12.23,85.16,19.93,17.33,21.98,18.46,6.18,point_6,24.375,-17.0,ESH
2003-06,39.9,0.0,,,1.0,0.01,101.56,13.67,87.71,21.22,19.11,22.09,20.12,6.23,point_6,24.375,-17.0,ESH
2003-07,54.71,0.0,,,1.0,0.05,101.49,14.73,94.36,21.23,20.31,22.26,20.47,7.11,point_6,24.375,-17.0,ESH
2003-08,44.48,0.0,,,1.0,0.12,101.4,15.79,94.46,22.32,21.41,23.91,21.33,6.0,point_6,24.375,-17.0,ESH
2003-09,49.55,0.0,,,1.0,0.18,101.52,15.58,93.54,22.28,21.21,23.4,20.99,6.29,point_6,24.375,-17.0,ESH
2003-10,54.54,0.0,,,1.0,0.39,101.49,14.55,86.05,22.52,20.06,23.98,20.85,4.81,point_6,24.375,-17.0,ESH
2003-11,34.39,0.0,,,1.0,0.06,101.69,12.7,82.27,21.07,17.9,22.52,19.81,5.43,point_6,24.375,-17.0,ESH
2003-12,55.22,0.0,,,1.0,0.17,101.86,11.04,76.68,20.01,15.76,21.59,19.03,4.7,point_6,24.375,-17.0,ESH
2003-13,41.69,0.0,,,1.0,0.1,101.67,12.74,84.43,20.59,17.82,23.98,16.77,5.86,point_6,24.375,-17.0,ESH
2004-01,34.8,0.0,,,1.0,0.36,101.95,10.5,78.62,18.81,15.01,19.9,17.26,5.62,point_6,24.375,-17.0,ESH
2004-02,33.71,0.0,,,1.0,0.43,101.64,10.9,78.05,19.48,15.53,21.4,18.18,5.76,point_6,24.375,-17.0,ESH
2004-03,46.54,0.0,,,1.0,0.09,101.73,10.72,80.06,18.85,15.25,20.54,17.65,6.8,point_6,24.375,-17.0,ESH
2004-04,37.03,0.0,,,1.0,0.1,101.58,10.82,78.33,19.3,15.36,20.24,18.22,5.49,point_6,24.375,-17.0,ESH
2004-05,46.29,0.0,,,1.0,0.04,101.79,11.39,80.06,19.79,16.24,21.32,18.65,5.65,point_6,24.375,-17.0,ESH
2004-06,35.63,0.0,,,1.0,0.06,101.76,14.12,93.22,20.78,19.66,22.26,19.26,5.65,point_6,24.375,-17.0,ESH
2004-07,44.31,0.0,,,1.0,0.04,101.4,14.9,94.5,21.35,20.45,23.32,20.29,5.99,point_6,24.375,-17.0,ESH
2004-08,19.48,0.0,,,1.0,0.02,101.51,15.99,92.68,22.86,21.63,24.11,21.86,5.43,point_6,24.375,-17.0,ESH
2004-09,45.07,0.0,,,1.0,0.08,101.57,15.56,92.52,22.46,21.2,23.72,21.49,6.21,point_6,24.375,-17.0,ESH
2004-10,51.41,0.0,,,1.0,0.06,101.55,15.37,88.65,22.94,20.96,23.71,21.72,4.23,point_6,24.375,-17.0,ESH
2004-11,43.93,0.0,,,1.0,0.43,101.6,12.58,80.55,21.26,17.75,22.77,19.93,5.3,point_6,24.375,-17.0,ESH
2004-12,51.5,0.0,,,1.0,0.67,101.79,10.57,74.82,19.66,15.05,20.96,17.39,6.69,point_6,24.375,-17.0,ESH
2004-13,40.81,0.0,,,1.0,0.2,101.66,12.79,84.34,20.63,17.84,24.11,17.26,5.74,point_6,24.375,-17.0,ESH
2005-01,32.96,0.0,,,1.0,0.15,102.01,9.4,73.22,18.18,13.23,19.71,15.08,6.08,point_6,24.375,-17.0,ESH
2005-02,38.74,0.0,,,1.0,0.49,101.67,9.47,75.35,17.78,13.32,19.44,16.41,5.57,point_6,24.375,-17.0,ESH
2005-03,31.25,0.0,,,1.0,0.13,101.64,11.31,83.8,18.9,16.09,20.72,16.74,5.12,point_6,24.375,-17.0,ESH
2005-04,40.75,0.0,,,1.0,0.02,101.62,11.58,83.12,19.44,16.5,20.35,18.44,6.65,point_6,24.375,-17.0,ESH
2005-05,39.23,0.0,,,1.0,0.13,101.61,12.64,87.94,19.94,17.88,21.16,18.94,6.72,point_6,24.375,-17.0,ESH
2005-06,36.64,0.0,,,1.0,0.04,101.5,13.75,89.56,20.97,19.19,22.55,20.02,6.14,point_6,24.375,-17.0,ESH
2005-07,39.23,0.0,,,1.0,0.06,101.57,14.32,92.72,21.08,19.87,22.06,20.39,6.43,point_6,24.375,-17.0,ESH
2005-08,43.91,0.0,,,1.0,0.1,101.44,15.63,93.02,22.41,21.24,23.14,21.65,6.53,point_6,24.375,-17.0,ESH
2005-09,37.04,0.0,,,1.0,0.8,101.57,15.31,89.72,22.69,20.93,24.21,21.66,6.4,point_6,24.375,-17.0,ESH
2005-10,34.53,0.0,,,1.0,0.35,101.65,14.9,87.06,22.76,20.5,23.66,21.59,4.84,point_6,24.375,-17.0,ESH
2005-11,41.51,0.0,,,1.0,0.14,101.61,12.51,80.75,21.12,17.66,24.11,19.17,5.41,point_6,24.375,-17.0,ESH
2005-12,53.28,0.0,,,1.0,0.65,101.6,11.69,79.56,20.29,16.6,21.79,18.57,4.9,point_6,24.375,-17.0,ESH
2005-13,39.09,0.0,,,1.0,0.25,101.62,12.71,84.65,20.46,17.75,24.21,15.08,5.9,point_6,24.375,-17.0,ESH
2006-01,44.54,0.0,,,1.0,1.79,101.89,9.71,73.85,18.57,13.78,19.82,16.45,5.96,point_6,24.375,-17.0,ESH
2006-02,39.61,0.0,,,1.0,0.32,101.8,10.29,79.05,18.38,14.69,19.55,16.42,6.61,point_6,24.375,-17.0,ESH
2006-03,21.74,0.0,,,1.0,0.03,101.73,11.06,83.21,18.71,15.77,19.99,17.22,6.19,point_6,24.375,-17.0,ESH
2006-04,47.05,0.0,,,1.0,0.04,101.48,11.64,84.0,19.33,16.54,20.05,18.44,5.99,point_6,24.375,-17.0,ESH
